Name,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA
U Kostela (near church),"['Pizza', 'Gastropub', 'Czech']",3881.0,3.0,$$ - $$$,344.0,"[['So so', 'Watch out for extra charges on the bill...'], ['12/26/2017', '11/26/2017']]",/Restaurant_Review-g274707-d968887-Reviews-U_Kostela_near_church-Prague_Bohemia.html
Ladronka,"['International', 'European', 'Czech', 'Central European']",3882.0,3.0,$$ - $$$,35.0,"[['Lunch during walk in park', 'The service of this place is terribly unfr...'], ['07/17/2017', '09/17/2017']]",/Restaurant_Review-g274707-d2569858-Reviews-Ladronka-Prague_Bohemia.html
U Bakalare,"['Italian', 'Pizza', 'European']",3883.0,3.0,$,162.0,"[['Awful!!! Very rude service', 'Epic Fail'], ['12/31/2016', '12/24/2016']]",/Restaurant_Review-g274707-d2365868-Reviews-U_Bakalare-Prague_Bohemia.html
McDonald's,"['American', 'Fast Food']",3884.0,3.0,,6.0,"[[], []]",/Restaurant_Review-g274707-d7124248-Reviews-McDonald_s-Prague_Bohemia.html
U Dobreho Vojaka,"['European', 'Czech']",3885.0,3.0,$$ - $$$,9.0,"[['Terrible service.', ""... just dont' !!!""], ['01/11/2017', '07/28/2015']]",/Restaurant_Review-g274707-d7124067-Reviews-U_Dobreho_Vojaka-Prague_Bohemia.html
Subway - Na Prikope,,3886.0,3.0,,16.0,"[['Ok food - bad restaurant', 'Terrible Employee'], ['08/16/2017', '10/22/2017']]",/Restaurant_Review-g274707-d8677916-Reviews-Subway_Na_Prikope-Prague_Bohemia.html
PaniKafe,['Pizza'],3887.0,3.0,$,10.0,"[['Great soups, average panini, bad pizza', 'Good for quick-stop lunch'], ['06/29/2017', '02/24/2016']]",/Restaurant_Review-g274707-d4884751-Reviews-PaniKafe-Prague_Bohemia.html
Zizkov na Zizkove,"['Brew Pub', 'Grill', 'Healthy', 'Czech']",3888.0,4.5,$,3.0,"[[], []]",/Restaurant_Review-g274707-d12827554-Reviews-Zizkov_na_Zizkove-Prague_Bohemia.html
U Pizducha,,3889.0,3.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d12461478-Reviews-U_Pizducha-Prague_Bohemia.html
Captain Candy,,3890.0,3.0,,63.0,"[['Nice!', 'Ok'], ['01/09/2018', '12/22/2017']]",/Restaurant_Review-g274707-d10026672-Reviews-Captain_Candy-Prague_Bohemia.html
Hotel Praga 1885,,3891.0,3.5,,14.0,"[['Rude staff'], ['12/01/2016']]",/Restaurant_Review-g274707-d4768372-Reviews-Hotel_Praga_1885-Prague_Bohemia.html
Bombay Express,['Indian'],3892.0,3.0,$$$$,4.0,"[['Tasty food without culture', 'Chickenless biryani'], ['11/27/2017', '11/19/2017']]",/Restaurant_Review-g274707-d12929045-Reviews-Bombay_Express-Prague_Bohemia.html
U Bileho Precliku,"['Fast Food', 'Czech']",3893.0,3.0,$,30.0,"[['Dnes již není /closed', 'Beer only in bottle'], ['02/28/2017', '12/01/2015']]",/Restaurant_Review-g274707-d5048754-Reviews-U_Bileho_Precliku-Prague_Bohemia.html
Sushi Point,"['Japanese', 'Sushi']",3894.0,2.5,,2.0,"[[], []]",/Restaurant_Review-g274707-d7246456-Reviews-Sushi_Point-Prague_Bohemia.html
Marna Snaha,"['European', 'Czech']",3895.0,3.0,$,5.0,"[['Average tavern', 'Local bar'], ['11/01/2017', '01/05/2016']]",/Restaurant_Review-g274707-d7124350-Reviews-Marna_Snaha-Prague_Bohemia.html
Yang Zi Jiang,['Chinese'],3896.0,3.0,$,6.0,"[['Terrible service!', 'Fills a hole if in need of a cheap meal'], ['02/21/2017', '06/06/2016']]",/Restaurant_Review-g274707-d7124043-Reviews-Yang_Zi_Jiang-Prague_Bohemia.html
Fiasko American Bar,,3897.0,3.5,,8.0,"[['There is no Fiasko American Bar', 'Great American burger'], ['08/04/2015', '07/18/2014']]",/Restaurant_Review-g274707-d4769633-Reviews-Fiasko_American_Bar-Prague_Bohemia.html
Koulovna,"['European', 'Czech']",3898.0,3.0,,2.0,"[['Excellent restaurant in suburb of Prague!'], ['08/03/2017']]",/Restaurant_Review-g274707-d12704642-Reviews-Koulovna-Prague_Bohemia.html
Spejchar,,3899.0,3.0,,3.0,"[[], []]",/Restaurant_Review-g274707-d4768695-Reviews-Spejchar-Prague_Bohemia.html
Amfora Invalidovna,['Pizza'],3900.0,3.0,$$ - $$$,24.0,"[['Worse place ever', 'Good if you are hungry'], ['12/07/2016', '09/28/2016']]",/Restaurant_Review-g274707-d4768730-Reviews-Amfora_Invalidovna-Prague_Bohemia.html
Restaurace GUO,,3901.0,3.0,,12.0,"[['ok place', 'very average'], ['01/26/2017', '10/26/2017']]",/Restaurant_Review-g274707-d9829717-Reviews-Restaurace_GUO-Prague_Bohemia.html
Smak Ceske Kuchyne,"['Fast Food', 'European', 'Czech']",3902.0,3.5,,2.0,"[['Excellent'], ['11/04/2015']]",/Restaurant_Review-g274707-d7123900-Reviews-Smak_Ceske_Kuchyne-Prague_Bohemia.html
Kfc,"['American', 'Fast Food']",3903.0,3.0,$$ - $$$,8.0,"[['No', 'Ceasar salat'], ['02/14/2017', '08/07/2016']]",/Restaurant_Review-g274707-d7124257-Reviews-Kfc-Prague_Bohemia.html
U Chicpaka,"['European', 'Czech']",3904.0,3.0,,8.0,"[['Scamed', 'Very good and cheap restaurant'], ['05/30/2016', '06/25/2013']]",/Restaurant_Review-g274707-d4411708-Reviews-U_Chicpaka-Prague_Bohemia.html
OldAthens - Greek restaurant,['Greek'],3905.0,3.5,,4.0,"[[], []]",/Restaurant_Review-g274707-d1097106-Reviews-OldAthens_Greek_restaurant-Prague_Bohemia.html
Malostranska Pivnice,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European']",3906.0,3.0,$$ - $$$,742.0,"[['Nice to sit outside, pay the price', 'Lunch'], ['01/05/2018', '11/25/2017']]",/Restaurant_Review-g274707-d1896020-Reviews-Malostranska_Pivnice-Prague_Bohemia.html
McDonald's,"['American', 'Fast Food']",3907.0,3.0,,7.0,"[['Tiny, crowded, worse than average', ""Below average for McDonald's""], ['09/06/2017', '03/07/2017']]",/Restaurant_Review-g274707-d7124550-Reviews-McDonald_s-Prague_Bohemia.html
Sklenik,"['Mexican', 'American', 'International', 'European', 'Czech']",3908.0,3.0,$$ - $$$,13.0,"[[], []]",/Restaurant_Review-g274707-d4767825-Reviews-Sklenik-Prague_Bohemia.html
Hai Ha,"['Mexican', 'American', 'International', 'European', 'Czech']",3909.0,3.0,$$ - $$$,2.0,"[['Best Bun Cha'], ['07/20/2017']]",/Restaurant_Review-g274707-d10342914-Reviews-Hai_Ha-Prague_Bohemia.html
Restaurant 7 Angels,"['European', 'Czech', 'Eastern European', 'Central European']",3910.0,2.5,$$ - $$$,412.0,"[['Actually pretty good', 'Walk on by'], ['12/18/2017', '11/10/2017']]",/Restaurant_Review-g274707-d815161-Reviews-Restaurant_7_Angels-Prague_Bohemia.html
Uvejvodu,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Pub']",3911.0,3.0,$$ - $$$,71.0,"[['Highly not reccomended!!!', 'Good food'], ['01/05/2018', '12/23/2017']]",/Restaurant_Review-g274707-d3435657-Reviews-Uvejvodu-Prague_Bohemia.html
Cafe Bar H & L,['Cafe'],3912.0,2.5,,3.0,"[[], []]",/Restaurant_Review-g274707-d7123287-Reviews-Cafe_Bar_H_L-Prague_Bohemia.html
Zahrada Restaurant/ Cinska restaurace Zahrada,,3913.0,2.5,,2.0,"[['just right and can improve more', ""Didn't even get the Won-ton right, not ent...""], ['04/20/2017', '11/03/2015']]",/Restaurant_Review-g274707-d10036197-Reviews-Zahrada_Restaurant_Cinska_restaurace_Zahrada-Prague_Bohemia.html
Restaurant U Klokocnika,"['European', 'Czech']",3914.0,3.5,$$ - $$$,12.0,"[['worst food I had in Prague', 'Much better after reopenning'], ['07/29/2017', '11/12/2016']]",/Restaurant_Review-g274707-d7241502-Reviews-Restaurant_U_Klokocnika-Prague_Bohemia.html
Cafe Muzeum,['Cafe'],3915.0,3.5,$,8.0,"[['Disorganized and dirty place with rude sta...', 'Extremely rude staff'], ['10/28/2017', '10/28/2017']]",/Restaurant_Review-g274707-d7123289-Reviews-Cafe_Muzeum-Prague_Bohemia.html
Cafe Traverza,"['French', 'Cafe', 'International', 'European', 'Czech']",3916.0,2.5,,3.0,"[['How to ruin a place for students', 'Indifferent staff, noisy interior'], ['01/13/2016', '11/06/2014']]",/Restaurant_Review-g274707-d5493243-Reviews-Cafe_Traverza-Prague_Bohemia.html
Shi Wei Tian,"['Chinese', 'Asian']",3917.0,2.5,,2.0,"[[""Don't do it!""], ['03/14/2017']]",/Restaurant_Review-g274707-d11899228-Reviews-Shi_Wei_Tian-Prague_Bohemia.html
L. A. Finger Food,['Fast Food'],3918.0,3.0,$,15.0,"[['Poor food', 'Untasty'], ['10/28/2017', '08/06/2017']]",/Restaurant_Review-g274707-d7124223-Reviews-L_A_Finger_Food-Prague_Bohemia.html
Goticky,"['European', 'Czech']",3919.0,3.5,,3.0,"[['Not good at all'], ['10/29/2016']]",/Restaurant_Review-g274707-d6360248-Reviews-Goticky-Prague_Bohemia.html
Galaxie,,3920.0,3.0,,24.0,"[['Dishonest staff', 'Good food for good price'], ['11/24/2016', '02/13/2016']]",/Restaurant_Review-g274707-d4769724-Reviews-Galaxie-Prague_Bohemia.html
Einstein 1,,3921.0,2.5,,17.0,"[['Loved this place', 'Honest and cheep food'], ['05/02/2017', '07/06/2016']]",/Restaurant_Review-g274707-d4768097-Reviews-Einstein_1-Prague_Bohemia.html
Gallery Zlata Ulicka U Daliborky,['Cafe'],3922.0,3.0,$,16.0,"[['Snack shop in the castle grounds', 'HORRIBLE'], ['05/21/2017', '05/31/2017']]",/Restaurant_Review-g274707-d7246410-Reviews-Gallery_Zlata_Ulicka_U_Daliborky-Prague_Bohemia.html
Subway,"['American', 'Fast Food']",3923.0,3.0,$,4.0,"[[], []]",/Restaurant_Review-g274707-d7124448-Reviews-Subway-Prague_Bohemia.html
Panonia Slovenska Restaurace,['Eastern European'],3924.0,4.0,$$ - $$$,12.0,"[['Travelling across Prague to taste HALUSKY...', 'Great Slovak food in Prague !'], ['09/18/2016', '08/28/2015']]",/Restaurant_Review-g274707-d7287883-Reviews-Panonia_Slovenska_Restaurace-Prague_Bohemia.html
U Hubatku Restauracni Komplex,"['Pizza', 'European', 'Czech']",3925.0,2.5,,8.0,"[[], []]",/Restaurant_Review-g274707-d10259543-Reviews-U_Hubatku_Restauracni_Komplex-Prague_Bohemia.html
Restaurace Na Kopecku,"['European', 'Czech']",3926.0,3.0,$$ - $$$,26.0,"[['Real average place', 'Those were the times...'], ['08/28/2016', '09/15/2015']]",/Restaurant_Review-g274707-d4768373-Reviews-Restaurace_Na_Kopecku-Prague_Bohemia.html
Ristorante Mysterius,,3927.0,3.0,,9.0,"[['One negative of Prague', 'Give this one a miss'], ['08/04/2016', '07/28/2016']]",/Restaurant_Review-g274707-d9695249-Reviews-Ristorante_Mysterius-Prague_Bohemia.html
Restaurace Stara Promin,"['European', 'Czech']",3928.0,3.0,$,8.0,"[['Czech cuisine on the standard level', 'Typical czech pub'], ['08/19/2016', '06/08/2015']]",/Restaurant_Review-g274707-d4768330-Reviews-Restaurace_Stara_Promin-Prague_Bohemia.html
Jezkovy voci,"['Italian', 'Mexican', 'Spanish']",3929.0,5.0,$$$$,2.0,"[['Great bar'], ['12/29/2017']]",/Restaurant_Review-g274707-d13309892-Reviews-Jezkovy_voci-Prague_Bohemia.html
Gaviota Cafe Lounge,['Cafe'],3930.0,2.5,,3.0,"[[], []]",/Restaurant_Review-g274707-d7123901-Reviews-Gaviota_Cafe_Lounge-Prague_Bohemia.html
Kotelna,"['European', 'Czech']",3931.0,3.0,,7.0,"[['Nice and quiet place'], ['03/09/2015']]",/Restaurant_Review-g274707-d7123601-Reviews-Kotelna-Prague_Bohemia.html
Cafe Victoria,"['Cafe', 'European', 'Czech']",3932.0,3.0,$$ - $$$,114.0,"[['Pathetic service', 'Awful - we were almost sick for 3 days aft...'], ['08/10/2017', '01/05/2016']]",/Restaurant_Review-g274707-d2560124-Reviews-Cafe_Victoria-Prague_Bohemia.html
Caupona Michalska,"['Czech', 'European', 'Central European']",3933.0,2.0,$$ - $$$,71.0,"[['Friendly host, good food', 'A favourite in Prague!'], ['11/10/2017', '09/23/2017']]",/Restaurant_Review-g274707-d1542684-Reviews-Caupona_Michalska-Prague_Bohemia.html
Ceska jidelna u Sotonu,['Sushi'],3934.0,2.5,,2.0,"[[], []]",/Restaurant_Review-g274707-d4768474-Reviews-Ceska_jidelna_u_Sotonu-Prague_Bohemia.html
Xin Tian Hao,"['Chinese', 'Sushi']",3935.0,2.5,$,21.0,"[['Really bad service and low quality food', 'very nice Chinese tea selection'], ['03/14/2017', '02/20/2017']]",/Restaurant_Review-g274707-d7123857-Reviews-Xin_Tian_Hao-Prague_Bohemia.html
Hostinec Na Stare Sokolovne,['Czech'],3936.0,3.5,$$ - $$$,27.0,"[['Good Checs restuarent', 'Hair in the food'], ['04/12/2017', '04/16/2017']]",/Restaurant_Review-g274707-d4768341-Reviews-Hostinec_Na_Stare_Sokolovne-Prague_Bohemia.html
Cafe Gallery,['Cafe'],3937.0,2.5,,2.0,"[[], []]",/Restaurant_Review-g274707-d7124190-Reviews-Cafe_Gallery-Prague_Bohemia.html
"Queen""s kebab",,3938.0,2.5,,3.0,"[[""Only for those who don't care what they ea...""], ['08/26/2017']]",/Restaurant_Review-g274707-d12639991-Reviews-Queen_s_kebab-Prague_Bohemia.html
Zdrave Ziti U tri ruzi,['Vegetarian Friendly'],3939.0,4.5,,5.0,"[['cosy brewery with nice beer and snack, goo...', 'Microbrewery with interesting beers and au...'], ['04/18/2017', '07/27/2016']]",/Restaurant_Review-g274707-d8529988-Reviews-Zdrave_Ziti_U_tri_ruzi-Prague_Bohemia.html
U Tri Bernardynu,,3940.0,3.0,,7.0,"[['Beer and snack'], ['12/04/2016']]",/Restaurant_Review-g274707-d7123739-Reviews-U_Tri_Bernardynu-Prague_Bohemia.html
Pizza Coloseum,"['Italian', 'Pizza', 'European']",3941.0,2.5,$$ - $$$,69.0,"[['Rude staff', 'Very very poor'], ['12/30/2017', '12/16/2017']]",/Restaurant_Review-g274707-d11793305-Reviews-Pizza_Coloseum-Prague_Bohemia.html
U Jecmene,"['European', 'Czech']",3942.0,3.0,,4.0,"[['Wont offend. Well,not much.'], ['09/11/2015']]",/Restaurant_Review-g274707-d7124000-Reviews-U_Jecmene-Prague_Bohemia.html
Hospudka Jihocesky Dvur,"['European', 'Czech']",3943.0,2.5,,2.0,"[['Cheating tourists - stay away!'], ['08/07/2014']]",/Restaurant_Review-g274707-d4768014-Reviews-Hospudka_Jihocesky_Dvur-Prague_Bohemia.html
Zephyr Excellent Urban Pub,"['Bar', 'European', 'Pub', 'Czech']",3944.0,2.5,$$ - $$$,115.0,"[['Stopped here on a walking tour', 'Nice authentic Czech lunch'], ['10/23/2017', '07/20/2017']]",/Restaurant_Review-g274707-d4768791-Reviews-Zephyr_Excellent_Urban_Pub-Prague_Bohemia.html
Mc Donalds,,3945.0,2.5,,2.0,"[[], []]",/Restaurant_Review-g274707-d12670473-Reviews-Mc_Donalds-Prague_Bohemia.html
Xiang Man Lou,['Chinese'],3947.0,3.0,$$ - $$$,5.0,"[['Nothing special and flat flavors', ""Worst Asian food I've ever seen!!""], ['11/20/2017', '04/15/2017']]",/Restaurant_Review-g274707-d7123822-Reviews-Xiang_Man_Lou-Prague_Bohemia.html
La Dolce Vita,['Italian'],3948.0,4.0,$$$$,3.0,"[['Good food, excellent service', 'Really nice'], ['12/29/2016', '12/22/2016']]",/Restaurant_Review-g274707-d11869040-Reviews-La_Dolce_Vita-Prague_Bohemia.html
Underground Restaurant,,3949.0,2.5,,7.0,"[['The overall approach of the staff is spoil...', 'Night out with girls'], ['04/14/2017', '12/15/2016']]",/Restaurant_Review-g274707-d10730974-Reviews-Underground_Restaurant-Prague_Bohemia.html
French Garden Polevkarna Cukrarna,"['French', 'International']",3950.0,4.0,,3.0,"[['tasty and healthy.....boys, this is not on...', 'Fresh and healthy snack + take away'], ['08/14/2013', '07/19/2013']]",/Restaurant_Review-g274707-d4374954-Reviews-French_Garden_Polevkarna_Cukrarna-Prague_Bohemia.html
Becher cafe,"['Bar', 'Czech', 'Cafe', 'European', 'Pub']",3951.0,2.5,$$ - $$$,32.0,"[['Breakfast with a view', 'Non male'], ['08/22/2017', '08/13/2017']]",/Restaurant_Review-g274707-d10718091-Reviews-Becher_cafe-Prague_Bohemia.html
Mattoni,"['Italian', 'European']",3952.0,2.5,$$ - $$$,29.0,"[['Yummy pizza', ""Amazing place (I'm Italian so I know!)""], ['06/25/2017', '12/09/2016']]",/Restaurant_Review-g274707-d4734549-Reviews-Mattoni-Prague_Bohemia.html
Satelit,"['Bar', 'Pub']",3953.0,2.5,,3.0,"[['OK for a drink, but tragic food'], ['06/27/2017']]",/Restaurant_Review-g274707-d7123789-Reviews-Satelit-Prague_Bohemia.html
Rizkarna,"['European', 'Czech']",3954.0,3.0,$$ - $$$,21.0,"[['Excellent quality', 'Rip off'], ['04/17/2017', '10/27/2016']]",/Restaurant_Review-g274707-d4767883-Reviews-Rizkarna-Prague_Bohemia.html
Vodpocivarna,,3955.0,2.5,,6.0,"[['Place to enjoy the weather'], ['04/02/2017']]",/Restaurant_Review-g274707-d6909684-Reviews-Vodpocivarna-Prague_Bohemia.html
Vietnamske bistro Zen Stodulky,['Asian'],3956.0,2.5,,6.0,"[['NOT AGAIN!!!', 'Good food quality, reasonable prices, fast...'], ['07/12/2017', '05/11/2017']]",/Restaurant_Review-g274707-d11805884-Reviews-Vietnamske_bistro_Zen_Stodulky-Prague_Bohemia.html
Hong Shun,"['Chinese', 'Asian']",3957.0,3.0,$$ - $$$,46.0,"[['Not bad', 'Bad service'], ['02/12/2017', '01/01/2018']]",/Restaurant_Review-g274707-d1101183-Reviews-Hong_Shun-Prague_Bohemia.html
Fu Yuan,['Chinese'],3958.0,3.5,,2.0,"[['Bad quality'], ['12/30/2017']]",/Restaurant_Review-g274707-d7123995-Reviews-Fu_Yuan-Prague_Bohemia.html
McDonald's,['Fast Food'],3959.0,3.0,$,9.0,"[['Too many people', 'Busy place full of tourist'], ['11/23/2016', '08/12/2016']]",/Restaurant_Review-g274707-d7246433-Reviews-McDonald_s-Prague_Bohemia.html
Pizza Go Home,"['Pizza', 'Fast Food']",3960.0,2.5,$,7.0,"[['Nothing happend', 'Quick delivery - poor pizza!'], ['10/18/2017', '02/26/2016']]",/Restaurant_Review-g274707-d7123859-Reviews-Pizza_Go_Home-Prague_Bohemia.html
Restaurace U Lisku,"['European', 'Czech']",3961.0,2.5,$$ - $$$,28.0,"[['close to Zoo, Czech atmosphere', 'Terrible experience'], ['05/20/2017', '01/15/2017']]",/Restaurant_Review-g274707-d3941702-Reviews-Restaurace_U_Lisku-Prague_Bohemia.html
McDonald's Savarin,,3962.0,3.0,,12.0,"[['awful', '10Czk coins needed for toilet'], ['02/07/2017', '03/11/2016']]",/Restaurant_Review-g274707-d4768660-Reviews-McDonald_s_Savarin-Prague_Bohemia.html
Bodlo,"['European', 'Czech']",3963.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d7123253-Reviews-Bodlo-Prague_Bohemia.html
Restaurace 33,"['European', 'Czech']",3964.0,3.5,,2.0,"[[], []]",/Restaurant_Review-g274707-d4769070-Reviews-Restaurace_33-Prague_Bohemia.html
Restaurace & bar Nerudovka,,3965.0,3.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d5292802-Reviews-Restaurace_bar_Nerudovka-Prague_Bohemia.html
Casa Nostra,,3966.0,2.0,,6.0,"[['amazingly bad', 'Dont take aperol spritz!'], ['10/12/2016', '09/14/2016']]",/Restaurant_Review-g274707-d4769006-Reviews-Casa_Nostra-Prague_Bohemia.html
Pod Zvoneckem,,3967.0,3.0,,3.0,"[['Family dinner with children.'], ['06/15/2017']]",/Restaurant_Review-g274707-d4768020-Reviews-Pod_Zvoneckem-Prague_Bohemia.html
Michelska Pivnice,,3968.0,4.0,,8.0,"[['Fantastic food at great prices'], ['12/31/2014']]",/Restaurant_Review-g274707-d4768480-Reviews-Michelska_Pivnice-Prague_Bohemia.html
Kobra,"['European', 'Czech', 'Eastern European', 'Central European', 'Bar', 'Pub']",3969.0,2.5,$$ - $$$,68.0,"[['Some very good, some not', 'Not worth the wait.'], ['11/21/2017', '05/01/2017']]",/Restaurant_Review-g274707-d4288234-Reviews-Kobra-Prague_Bohemia.html
Kfc,"['American', 'Fast Food']",3970.0,3.0,,2.0,"[['Very good fastfood'], ['12/29/2015']]",/Restaurant_Review-g274707-d7123911-Reviews-Kfc-Prague_Bohemia.html
Rosmarino,,3971.0,2.5,,3.0,"[['Oh dear oh dear'], ['02/08/2014']]",/Restaurant_Review-g274707-d4767673-Reviews-Rosmarino-Prague_Bohemia.html
Restaurant Evropa,"['Czech', 'European']",3972.0,5.0,,3.0,"[[], []]",/Restaurant_Review-g274707-d7693548-Reviews-Restaurant_Evropa-Prague_Bohemia.html
U Certika,['European'],3973.0,3.5,,3.0,"[['good food and drink'], ['05/16/2015']]",/Restaurant_Review-g274707-d7124111-Reviews-U_Certika-Prague_Bohemia.html
Restaurace Kanenny stul,"['Czech', 'Bar', 'European', 'Pub', 'Central European']",3974.0,3.0,$$ - $$$,20.0,"[['Good Location, food was blah', 'Turist trap'], ['08/04/2017', '12/02/2017']]",/Restaurant_Review-g274707-d3541207-Reviews-Restaurace_Kanenny_stul-Prague_Bohemia.html
Aldo Pizzerie,['Italian'],3975.0,3.5,,4.0,"[['Overrated', 'Friendly, lively and excellent food'], ['05/29/2013', '05/02/2013']]",/Restaurant_Review-g274707-d1092987-Reviews-Aldo_Pizzerie-Prague_Bohemia.html
Purtes,,3976.0,5.0,,,"[['Delicious and healthy food from local prod...'], ['11/03/2016']]",/Restaurant_Review-g274707-d9817091-Reviews-Purtes-Prague_Bohemia.html
Restaurace StodoIa On Starokolinska Street,"['European', 'Czech']",3977.0,2.5,,2.0,"[[], []]",/Restaurant_Review-g274707-d7124418-Reviews-Restaurace_StodoIa_On_Starokolinska_Street-Prague_Bohemia.html
U tri zlatych trojek,"['Bar', 'Czech', 'Central European', 'European', 'Pub']",3978.0,2.5,$$ - $$$,90.0,"[['Poor service', 'Moody service with a hidden charge'], ['08/10/2017', '06/17/2017']]",/Restaurant_Review-g274707-d2043886-Reviews-U_tri_zlatych_trojek-Prague_Bohemia.html
Cafe Tramvaj,"['Cafe', 'European']",3979.0,2.0,$$ - $$$,108.0,"[['Bad service', 'Great Coffee Stop on Wenceslas Square'], ['08/11/2017', '01/01/2018']]",/Restaurant_Review-g274707-d2311670-Reviews-Cafe_Tramvaj-Prague_Bohemia.html
Bridge Restaurant,"['Bar', 'European', 'Czech', 'Eastern European', 'Pub']",3980.0,2.5,$$ - $$$,44.0,"[['Great view', 'Very good service for a good price!'], ['08/20/2017', '12/25/2017']]",/Restaurant_Review-g274707-d10023401-Reviews-Bridge_Restaurant-Prague_Bohemia.html
Futurama Caffe,['Cafe'],3981.0,2.5,$,9.0,"[['I do not recommend', 'Avoid this place'], ['09/24/2017', '01/12/2017']]",/Restaurant_Review-g274707-d4768080-Reviews-Futurama_Caffe-Prague_Bohemia.html
Cafe Marnice,"['Cafe', 'European', 'Czech', 'International']",3982.0,2.5,$$ - $$$,217.0,"[['Average touristic', ""Won't return""], ['10/14/2017', '09/30/2017']]",/Restaurant_Review-g274707-d1802147-Reviews-Cafe_Marnice-Prague_Bohemia.html
Amarilis,,3983.0,2.5,,4.0,"[[], []]",/Restaurant_Review-g274707-d7123246-Reviews-Amarilis-Prague_Bohemia.html
Restaurace Skalka,"['European', 'Czech']",3984.0,3.0,,4.0,"[['Good food, bad service', 'good restaurant with traditional czech cui...'], ['03/15/2012', '10/15/2009']]",/Restaurant_Review-g274707-d1541396-Reviews-Restaurace_Skalka-Prague_Bohemia.html
Popocafepetl - Karoliny svetle,,3985.0,3.0,,6.0,"[[""don't go""], ['06/09/2017']]",/Restaurant_Review-g274707-d10733472-Reviews-Popocafepetl_Karoliny_svetle-Prague_Bohemia.html
